societe,page,table_num,ACTIF,Note,31/12/2025,col,col_2,31/12/2024,CAPITAUX PROPRES ET PASSIFS,col_3,Catégories professionnelles,Nombre,"COMAR Assurances se positionne en tant qu’entreprise responsable, profondément engagée dans",1. Gouvernance,2. Stratégie de COMAR Assurances en termes de développement durable,"En suivant ces principes, COMAR s'efforce de créer un impact positif à la fois sur la société et", Aux risques migratoires liés aux mouvements des compétences sur le plan national et,COMAR investie également dans la formation continue de ses collaborateurs afin de développer,"Au cours de l’exercice clos le 31 décembre 2025, COMAR Assurances n’a pas connu",Actifs corporels,Taux,Elément,Catégorie,Valeur d’inventaire,"Brut au Mouvement Brut au Amortissement Net au
Nature de l'actif
31/12/2024 2025 31/12/2025 et provisions 31/12/2025","Brut au Amortissement Net au
Nature de l'actif
31/12/2025 et provisions 31/12/2025",Nature de l'actif,Brut au 31/12/2024,col_4,Mouvement,col_5,Brut au 31/12/2025,col_6,col_7,col_8,Amortissement et,col_9,Net au 31/12/2025,col_10,col_11,"Bons, Obligations et dépôts dans les",Dépôts auprès des établissements,"Mouvement
2025","Amortissement et
provisions","Net au
31/12/2025",Net au,"Nombre Correction de
Entreprises liées Capital Nombre % Montant Brut Montant net
d'actions valeur",CAPITAL,NOMBRE,%,BRUT,PROVISION 2024,DOTATION 2025,REPRISE 2025,PROVISION 2025,NET,Société,Brut au,Entrées 2025,Sorties 2025,"Brut au
31/12/2025","Produits au
31/12/2025","Brut au
31/12/2024",Branche,2025,2024,Variation,Libellé,Capital Social,Réserve Légale,"Prime
d'Emission","Réserve pour
Fonds Social","Réserve
investissement
exonerée","Réserve pour
toute
éventualité","Autre réserve
pour toute
éventualité","Réserve
Spécial de
réévaluation","Résultat de la
période",Actionnaires,Nombre d'Action,Montant,2025 2024,Sous-Total 2,45 740 303,43 723 305,2 016 998,Incendie,"Accident
Travail",Risques Divers,Automobile,Transport,Groupe,"Dommages
aux Biens",Construction,Acceptation,Total,Placements dans des,"Autres revenus et frais
financiers","Total
31/12/2025",Total 31/12/2024,Autres revenus et frais,Rubriques,Nature de Produit,Nature de charge,RESULTAT NET APRES MODIFICATIONS COMPTABLES (BENEFICE : B ‐ DEFICIT : D),109 216 022,Sociétés Primes Emises Prestations Réglées,Sociétés Dividendes encaissés,Sociétés Revenus des Loyers,Nature de flux,Désignation,Valeur Brute,Amortissements et Provisions,"VCN
31/12/2025",Année d'inventaire:,Exercice de survenance,"Placements dans des
entreprises liées et avec lien de
participation",Vie,Informations complémentaires,RC,"Risques
Agricoles","Perte
d'Eploitation",Caution,Assistance,"Accident
Corporel",col_12,col_13,col_14,col_15
COMAR,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,MUNICH RE,75 521,2 265 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,PARENIN,72 103,2 163 090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTRES,38 195,1 145 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,2 500 000,75 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,6 618 191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incendie,,,-459 967,,,,,,,,,,,,,,6 158 223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,6 618 191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,11 718 025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Risques Agricoles,,,706 832,,,,,,,,,,,,,,12 424 858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,11 718 025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,46 870 536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automobile,,,466 847,,,,,,,,,,,,,,47 337 383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,46 870 536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 900 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport,,,118 337,,,,,,,,,,,,,,2 018 337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 900 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 269 569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Groupe,,,807 262,,,,,,,,,,,,,,2 076 831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 269 569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,4 002 801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,263 056,,,,,,,,,,,,,,4 265 857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,4 002 801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 680 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acceptation,,,-319 196,,,,,,,,,,,,,,1 361 294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,1 680 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,74 059 612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,1 583 171,,,,,,,,,,,,,,75 642 783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,3,,,,74 059 612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,Incendie,,,,55 923 395,,,,,,,,,,,,,,,,,,,,,- 255 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 668 071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- 255 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,39 198 748,,,53 696 563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC,,,- 14 497 815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,294 329 106,,,296 178 894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automobile,,,- 1 849 788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,,,,10 574 166,,,,,,,,,,,,,,,,,,,,,3 239 176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport,,,,,,,,,,,,,,,,,13 813 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,6 637 641,,,7 110 183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Groupe,,,- 472 542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,5 590 412,,,6 186 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dommages Aux Biens,,,- 596 243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,591 661,,,773 806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Risques Agricoles,,,- 182 145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,4 186 948,,,4 906 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,- 719 452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,344 000,,,354 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pertes d'Exploitation,,,- 10 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,45 000,,,46 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caution,,,- 1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,1 462 671,,,1 485 122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assistance,,,- 22 451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,1 199 769,,,1 061 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidents Corporels,,,138 509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,8 414 770,,,9 538 716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acceptation,,,- 1 123 945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,-30 305 144,,,-35 373 368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prévisions pour recours à encaisser,,,5 068 224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,,,,412 462 193,,,,,,,,,,,,,,,,,,,,,- 11 285 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sous-Total 1,,,,,,,,,,,,,,,,,401 176 996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,,,,15 691 656,,,,,,,,,,,,,,,,,,,,,1 540 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour Egalisation vie,,,,,,,,,,,,,,,,,17 231 861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,28 260 298,,,27 523 527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour Egalisation non-vie,,,736 771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,25,4,,,,,248 143,,,508 122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour Equilibrage,,,- 259 979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,,,,,5 663 965,,,,,,,,,,,,,,,,,,,,,4 193 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour SAP vie,,,1 470 836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acceptation Vie,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour PB à distribuer vie,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision pour PB à distribuer non-vie,17 076 729,15 926 463,1 150 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,,,,,22 740 695,,,,,,,,,,,,,,,,,,,,,20 119 592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sous-Total 3,,,2 621 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,1,,,,Total,,,,469 657 993,,,,,,,,,,,,,,,,,,,,,476 305 089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- 6 647 096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 646 120,32 249 776,,Dettes nées d'opérations d'assurance directe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 627 678,46 882 978,,Dettes nées d'opérations de Réassurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 274 213,4 085 576,,Dépôts et cautionnement reçus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154 436,53 624,,Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,"Etat, organismes de sécurité sociale et collectivités",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 757 745,28 026 534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,publiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 988 776,8 932 585,,Créditeurs divers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 946 693,13 756 600,,Charges à payer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553 747,479 157,,Report de commissions reçues des réassureurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 924,141 840,,Produits constatés d'avance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 457 937,2 946 710,,Autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 910,3 423,,Concours Bancaires et autres passifs financiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 104 211,17 327 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Primes acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Primes Emises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 499 810,‐,30 388 133,133 219 192,9 589 298,61 201 635,5 857 000,3 174 968,415 945,273 345 982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Variation des primes non acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459 967,‐,‐ 706 832,‐ 466 847,‐ 118 337,‐ 807 262,‐,‐ 263 056,319 196,‐ 1 583 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Charges de Prestations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Prestations et frais payés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 12 810 430,‐ 463 380,‐ 6 797 550,‐ 82 656 863,‐ 1 788 172,‐ 44 369 910,‐ 808 853,‐ 416 014,‐ 193 687,‐ 150 304 859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Charges des provisions pour prestations diverses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386 446,34 885,15 833 274,‐ 3 754 844,‐ 3 503 119,‐ 1 342 293,596 243,719 452,1 123 945,10 093 989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Solde souscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 535 792,‐ 428 495,38 717 024,46 340 638,4 179 671,14 682 170,5 644 391,3 215 350,1 665 399,131 551 940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Frais d'acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 8 019 660,‐,‐ 6 614 983,‐ 23 565 618,‐ 2 173 129,‐ 7 094 670,‐ 1 238 382,‐ 620 626,,‐ 49 327 069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Autres charges de gestion nettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 2 943 466,‐,‐ 2 820 052,‐ 13 821 977,‐ 1 642 052,‐ 4 055 865,‐ 830 572,‐ 550 153,,‐ 26 664 137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Autres charges techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 838 182,‐,‐ 256 755,‐ 3 201 092,‐ 491 143,‐ 2 256 530,‐ 120 002,‐ 13 951,,‐ 7 177 654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Charges d'acquisition et de gestion nettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 11 801 308,‐,‐ 9 691 790,‐ 40 588 687,‐ 4 306 323,‐ 13 407 065,‐ 2 188 956,‐ 1 184 731,‐,‐ 83 168 861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Produits de placements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 137 118,835 782,7 588 044,39 921 913,1 680 875,2 947 914,726 214,1 099 161,,63 937 022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Autres produits techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151 741,,,,,,151 741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Solde financier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 137 118,835 782,7 588 044,40 073 653,1 680 875,2 947 914,726 214,1 099 161,‐,64 088 763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les primes acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 25 040 497,‐,‐ 6 411 212,‐ 1 589 397,‐ 6 277 312,‐ 4 421 262,‐ 4 507 342,‐ 3 146 280,‐,‐ 51 393 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les primes non acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 951 746,‐,‐ 11 031,‐,15 517,‐,‐ 34 383,648 501,‐,‐ 333 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les prestations payées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 850 998,‐,246 743,6 034,679 125,2 455 242,378 532,141 451,‐,10 758 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
